id,family,subfamily,file,line,symbol_or_selector,property_or_usage,raw_value,current_token_or_formula,classification,closure_state,recommended_action,proof_needed,notes
GVT-1024,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1492,,java-visual-literal,2.0,"+ ""            ACCENT_INDENT - (BORDER_WIDTH * 2.0) - PARAMETER_ROW_EDGE_TO_BAR_GAP;""));",already-tokenized,closed-proven,Keep semantic spacing token/formula and verify with targeted geometry overlay.,geometry-overlay CSV expected/observed/delta; /private/tmp/astra-spacing-pass-final,Test guard now expects dependent inset BILATERAL_EDGE_COUNT formula.
GVT-1025,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1548,,java-visual-literal,2.0,"+ ""                OPTIONS_PANEL_INSET - (SURFACE_BORDER_WIDTH * 2.0);""));",already-tokenized,closed-proven,Keep semantic spacing token/formula and verify with targeted geometry overlay.,geometry-overlay CSV expected/observed/delta; /private/tmp/astra-spacing-pass-final,Test guard now expects simple menu item BILATERAL_EDGE_COUNT formula.
GVT-1026,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1550,,java-visual-literal,2.0,"+ ""                MENU_WIDTH - (OPTIONS_PANEL_INSET * 2.0);""));",already-tokenized,closed-proven,Keep semantic spacing token/formula and verify with targeted geometry overlay.,geometry-overlay CSV expected/observed/delta; /private/tmp/astra-spacing-pass-final,Test guard now expects menu item BILATERAL_EDGE_COUNT formula.
GVT-1027,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1604,,java-visual-literal,12.0,"assertFalse(source.contains(""WORKSPACE_GAP = 12.0""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered bounds + overlay line deltas + CSV expected/observed/delta,Java visual/layout/timing literal or formula candidate.
GVT-1028,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1620,,spacing,0 0,"assertFalse(Pattern.compile(""(new VBox|new HBox|super)\\(0\\.0\\)"")",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered bounds + overlay line deltas + CSV expected/observed/delta,Java visual/layout/timing literal or formula candidate.
GVT-1029,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1623,,padding/insets,0,"assertFalse(Pattern.compile(""new Insets\\(0\\)"")",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered bounds + overlay line deltas + CSV expected/observed/delta,Java visual/layout/timing literal or formula candidate.
GVT-1030,bevels-radii-arcs-tab-curvature,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1765,,java-visual-literal,2.0d,"assertEquals(Math.min(anchorWidth, firstRowHeight) / bevelDiameterDivisor, anchorPaintRadius);",tokenized-pass-1,closed-proven,Keep numeric test derived from live BEVEL_DIAMETER_DIVISOR.,rendered alpha bounds + path segment extraction + curve tangent/end-point proof,Pass 1 updated stale numeric assertion.
GVT-1031,bevels-radii-arcs-tab-curvature,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1766,,java-visual-literal,2.0d,"assertEquals(anchorPaintRadius * bevelDiameterDivisor, anchorPaintArc);",tokenized-pass-1,closed-proven,Keep numeric test derived from live BEVEL_DIAMETER_DIVISOR.,rendered alpha bounds + path segment extraction + curve tangent/end-point proof,Pass 1 updated stale numeric assertion.
GVT-1032,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1878,,java-visual-literal,2.0,"assertTrue(source.contains(""MENU_POPUP_WIDTH + (MENU_EDGE_MARGIN * 2.0)""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered bounds + overlay line deltas + CSV expected/observed/delta,Java visual/layout/timing literal or formula candidate.
GVT-1033,bevels-radii-arcs-tab-curvature,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1969,,java-visual-literal,7,"+ ""    -fx-border-radius: 7;\n""",generated/test-only,closed-test-only,Keep as proof scaffolding or generated-token mirror; do not treat as production visual source.,rendered alpha bounds + path segment extraction + curve tangent/end-point proof,Diagnostic or source-test mirror only; production source of truth is tokenized and guarded by focused tests.
GVT-1034,bevels-radii-arcs-tab-curvature,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1970,,java-visual-literal,7,"+ ""    -fx-background-radius: 7;\n""",generated/test-only,closed-test-only,Keep as proof scaffolding or generated-token mirror; do not treat as production visual source.,rendered alpha bounds + path segment extraction + curve tangent/end-point proof,Diagnostic or source-test mirror only; production source of truth is tokenized and guarded by focused tests.
GVT-1035,control-geometry,java-constant,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1972,MULTI_SELECT_BUTTON_SUMMARY_LIMIT,java-visual-literal,64,"assertTrue(source.contains(""private static final int MULTI_SELECT_BUTTON_SUMMARY_LIMIT = 64;""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered body bounds + same-family width/height deltas,Java visual/layout/timing literal or formula candidate.
GVT-1036,typography-text-ink,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,1983,,java-visual-literal,12px,"+ ""    -fx-font-size: 12px;\n""",generated/test-only,closed-test-only,Keep as test/diagnostic source scaffolding guarded by focused tests.,Focused source tests and generated token staleness checks.,Typography pass 4 classifies test-only text assertions separately from production visual source.
GVT-1037,typography-text-ink,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,2026,,java-visual-literal,12px,"assertFalse(css.contains("".astra-dependent-panel-title {\n    -fx-font-size: 12px;\n""",generated/test-only,closed-test-only,Keep as test/diagnostic source scaffolding guarded by focused tests.,Focused source tests and generated token staleness checks.,Typography pass 4 classifies test-only text assertions separately from production visual source.
GVT-1038,typography-text-ink,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,2210,,java-visual-literal,1.0d,"assertTrue(surface.contains(""SEAM_OVERLAP_LOGICAL_LENGTH = 1.0d / TEXTURE_SCALE""));",generated/test-only,closed-test-only,Keep as test/diagnostic source scaffolding guarded by focused tests.,Focused source tests and generated token staleness checks.,Typography pass 4 classifies test-only text assertions separately from production visual source.
GVT-1039,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,2561,,java-visual-literal,2.0,"+ ""                LauncherGeometry.INTRA_PANEL_MARGIN - (SURFACE_BORDER_WIDTH * 2.0);""));",already-tokenized,closed-proven,Keep source assertion aligned with semantic spacing formula.,Focused PipelineLauncherTest.,Test assertion now follows BILATERAL_EDGE_COUNT formula.
GVT-1040,typography-text-ink,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,2588,,setStyle,12px,"assertFalse(source.contains(""setStyle(\""-fx-font-family: \"" + FONT_STACK + \""; -fx-font-size: 12px;\"")""));",generated/test-only,closed-test-only,Keep as test/diagnostic source scaffolding guarded by focused tests.,Focused source tests and generated token staleness checks.,Typography pass 4 classifies test-only text assertions separately from production visual source.
GVT-1041,control-geometry,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,2597,,width,520.0,"assertFalse(source.contains(""box.setMaxWidth(520.0);""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered body bounds + same-family width/height deltas,Java visual/layout/timing literal or formula candidate.
GVT-1042,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,2906,,spacing,12.0,"assertFalse(source.contains(""new HBox(12.0, availableBox, moveButtons, chosenBox)""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered bounds + overlay line deltas + CSV expected/observed/delta,Java visual/layout/timing literal or formula candidate.
GVT-1043,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,2907,,spacing,10.0,"assertFalse(source.contains(""new VBox(10.0, filter, chooser)""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered bounds + overlay line deltas + CSV expected/observed/delta,Java visual/layout/timing literal or formula candidate.
GVT-1044,margins-padding-gaps-spacing,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,2908,,spacing,5.0,"assertFalse(source.contains(""return new VBox(5.0, label, list)""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,rendered bounds + overlay line deltas + CSV expected/observed/delta,Java visual/layout/timing literal or formula candidate.
GVT-1045,motion-animation-gradient-speed,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,3287,,motion/duration,1.2,"assertTrue(view.contains(""new PauseTransition(Duration.seconds(1.2))""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,source token checks + active surface count + seam/speed diagnostics,Java visual/layout/timing literal or formula candidate.
GVT-1046,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,3330,,setStyle,102733 #102733,"assertFalse(view.contains(""card.setStyle(\""-fx-background-color: #102733""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,pixel sampling against theme tokens + state screenshots,Java visual/layout/timing literal or formula candidate.
GVT-1047,colors-theme-semantic-roles,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,3331,,setStyle,121d 7 #121d27,"assertFalse(view.contains(""card.setStyle(\""-fx-background-color: #121d27""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,pixel sampling against theme tokens + state screenshots,Java visual/layout/timing literal or formula candidate.
GVT-1048,motion-animation-gradient-speed,java-usage,src/test/java/qupath/ext/astra/PipelineLauncherTest.java,3343,,motion/duration,1.0,"assertTrue(source.contains(""new Timeline(new KeyFrame(Duration.seconds(1.0)""));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,source token checks + active surface count + seam/speed diagnostics,Java visual/layout/timing literal or formula candidate.
GVT-1049,typography-text-ink,java-usage,src/test/java/qupath/ext/astra/ExtensionContractTest.java,195,,java-visual-literal,3.0d,"assertTrue(surface.contains(""TEXTURE_SCALE = 3.0d""));",generated/test-only,closed-test-only,Keep as test/diagnostic source scaffolding guarded by focused tests.,Focused source tests and generated token staleness checks.,Typography pass 4 classifies test-only text assertions separately from production visual source.
GVT-1050,typography-text-ink,java-usage,src/test/java/qupath/ext/astra/ExtensionContractTest.java,197,,java-visual-literal,128,"assertTrue(surface.contains(""TEXTURE_MAX_PIXEL_HEIGHT = 128""));",generated/test-only,closed-test-only,Keep as test/diagnostic source scaffolding guarded by focused tests.,Focused source tests and generated token staleness checks.,Typography pass 4 classifies test-only text assertions separately from production visual source.
GVT-1051,motion-animation-gradient-speed,java-usage,src/test/java/qupath/ext/astra/ExtensionContractTest.java,606,,motion/duration,1,"assertTrue(RuntimeInstaller.terminateProcessForCancellation(process, Duration.ofMillis(1)));",generated/test-only,closed-test-only,Confirm test/diagnostic literals do not become false proof; derive from live nodes where possible.,source token checks + active surface count + seam/speed diagnostics,Java visual/layout/timing literal or formula candidate.
GVT-1052,control-geometry,java-inline-style,src/main/java/qupath/ext/astra/PipelineLauncher.java,3262,,setStyle,"combo.setStyle("""");","combo.setStyle("""");",tokenized-pass-3,closed-proven,Control geometry now routes through named LauncherGeometryTokens or explicit control helper methods; keep focused control diagnostics in sync.,focused control geometry diagnostics plus PipelineLauncherTest source guards,Control-geometry pass 3 resolved this production row with a named token/helper; screenshot review remains QA only.
